iter	Passed	Remaining
0	2	2151
1	2	1477
2	4	1480
3	10	2507
4	11	2195
5	12	2006
6	13	1947
7	17	2140
8	18	2067
9	19	1964
10	22	2013
11	23	1925
12	24	1826
13	25	1797
14	26	1718
15	27	1686
16	28	1651
17	29	1631
18	31	1611
19	32	1607
20	34	1605
21	35	1568
22	36	1538
23	37	1520
24	38	1493
25	38	1455
26	39	1412
27	39	1375
28	40	1340
29	41	1342
30	42	1333
31	43	1313
32	45	1325
33	46	1320
34	47	1311
35	48	1303
36	49	1287
37	50	1277
38	51	1263
39	51	1241
40	52	1238
41	53	1216
42	54	1204
43	55	1195
44	55	1183
45	56	1164
46	56	1147
47	57	1135
48	57	1122
49	58	1111
50	58	1094
51	59	1079
52	59	1064
53	59	1050
54	60	1037
55	60	1024
56	61	1011
57	61	998
58	61	985
59	62	977
60	62	966
61	63	960
62	64	960
63	65	961
64	66	953
65	66	943
66	67	933
67	67	925
68	67	915
69	68	905
70	68	896
71	69	894
72	69	887
73	70	878
74	70	873
75	71	866
76	72	863
77	72	856
78	73	851
79	73	844
80	73	837
81	74	830
82	74	823
83	74	816
84	75	810
85	75	807
86	76	800
87	76	794
88	76	788
89	77	782
90	77	776
91	78	771
92	78	766
93	78	760
94	79	759
95	80	754
96	80	748
97	80	744
98	81	739
99	81	735
100	82	731
101	82	726
102	82	722
103	83	717
104	84	716
105	84	713
106	85	710
107	85	705
108	85	701
109	86	697
110	86	693
111	87	690
112	87	686
113	87	682
114	88	678
115	88	674
116	89	673
117	89	669
118	90	666
119	90	662
120	90	659
121	91	655
122	91	653
123	92	651
124	92	647
125	92	644
126	93	641
127	93	638
128	94	635
129	94	632
130	94	629
131	95	628
132	96	627
133	96	624
134	97	624
135	98	625
136	99	623
137	100	625
138	101	626
139	101	624
140	102	625
141	103	625
142	104	624
143	105	625
144	106	627
145	107	628
146	108	628
147	109	629
148	110	630
149	111	630
150	112	633
151	114	636
152	116	646
153	118	650
154	119	652
155	120	652
156	121	651
157	122	651
158	123	651
159	124	651
160	125	651
161	125	651
162	126	651
163	127	650
164	128	647
165	128	645
166	128	642
167	129	639
168	129	636
169	129	634
170	130	631
171	130	630
172	131	627
173	131	624
174	132	623
175	132	621
176	132	618
177	133	615
178	133	613
179	134	611
180	134	608
181	135	607
182	135	604
183	135	602
184	136	600
185	136	597
186	136	595
187	137	592
188	137	590
189	138	588
190	138	586
191	138	584
192	139	582
193	139	580
194	140	578
195	140	575
196	140	573
197	141	571
198	141	570
199	142	568
200	142	566
201	142	564
202	143	562
203	143	560
204	143	558
205	144	556
