ID	Class	ENSG00000101363	ENSG00000204310	ENSG00000138642	ENSG00000182621	ENSG00000107643	ENSG00000138801	ENSG00000168283	ENSG00000142541	ENSG00000162298	ENSG00000127616	ENSG00000182774	ENSG00000248905	ENSG00000065665	ENSG00000116209	ENSG00000048740	ENSG00000112739	ENSG00000088832	ENSG00000136156	ENSG00000174197	ENSG00000082438	ENSG00000164978	ENSG00000111859	ENSG00000140511	ENSG00000259845	ENSG00000105355	ENSG00000141510	ENSG00000128335	ENSG00000117450	ENSG00000071564	ENSG00000165526	ENSG00000160584	ENSG00000183323	ENSG00000131503	ENSG00000197956	ENSG00000166037	ENSG00000132305	ENSG00000115355	ENSG00000009413	ENSG00000177885	ENSG00000141367	ENSG00000148339	ENSG00000155508	ENSG00000198848	ENSG00000184640	ENSG00000179335	ENSG00000183291	ENSG00000213999	ENSG00000254901	ENSG00000142512	ENSG00000132842	ENSG00000274588	ENSG00000116731	ENSG00000054654	ENSG00000183506	ENSG00000135631	ENSG00000157601	ENSG00000145191	ENSG00000131051	ENSG00000100129	ENSG00000198586	ENSG00000119950	ENSG00000133226	ENSG00000100697	ENSG00000132824	ENSG00000060237	ENSG00000089597	ENSG00000130856	ENSG00000138326	ENSG00000171163	ENSG00000177409	ENSG00000079387	ENSG00000105726	ENSG00000012817	ENSG00000073921	ENSG00000196323	ENSG00000160055	ENSG00000198851	ENSG00000156265	ENSG00000118058	ENSG00000174780	ENSG00000182149	ENSG00000187735	ENSG00000175711	ENSG00000165629	ENSG00000089820	ENSG00000143537	ENSG00000109332	ENSG00000163453	ENSG00000226752	ENSG00000114126	ENSG00000043143	ENSG00000133641	ENSG00000174437	ENSG00000212694	ENSG00000178950	ENSG00000199568	ENSG00000212443	ENSG00000131174	ENSG00000161970
L23	cancer	3.680929477	3.922530121	5.279026835	6.028034353	6.032725964	5.489327839	5.029625961	10.45620369	5.244390898	6.714296871	4.105862249	5.47100814	3.429036411	6.897784665	9.173184148	7.5096352	7.723507248	9.109842455	7.827967062	4.704578139	3.466507066	6.948321566	5.129366773	-0.816050757	5.208902931	5.893506556	5.902078574	5.200587929	5.942529832	4.390485419	6.951628574	4.36590879	4.835646545	8.321466527	6.166816553	6.307676886	7.511316978	6.802102295	7.944170211	8.491852411	4.777202736	6.586110107	2.895425116	8.990521463	7.120542377	6.582914807	0.089441404	4.345941524	4.968907819	7.032712971	0.705556489	7.389195443	9.616232691	4.461798912	4.560401408	7.190791199	5.758411193	9.030359291	7.351512389	7.769204887	7.045149963	6.922431948	8.299573025	7.644994588	9.534375774	7.446575736	5.930848251	7.47902304	4.832062356	7.620790464	5.129366773	6.253775766	-2.807093047	8.604596502	7.401943847	3.361025613	7.187989871	7.811225636	8.107994271	6.712348621	7.235566543	6.481322538	3.598943862	6.159685193	8.332924084	5.731729737	8.724953407	3.192364315	4.773470178	6.568986141	7.610889381	3.902163919	7.582905934	4.720174293	7.360870376	1.909324365	0.089441404	4.871007046	4.020259574
L24	cancer	3.125842212	4.588986143	5.824025309	5.983122677	5.840748152	6.473587341	4.949162082	10.31414467	5.436108851	6.654727554	3.778152726	6.281443743	3.469565457	7.511827391	8.974807592	7.337541158	8.171961488	9.340346491	7.569259701	3.516579178	3.307916257	6.387683392	4.426163131	-1.78758268	6.715429717	5.604417042	5.39895247	5.711340487	5.604417042	4.421229942	7.141520682	4.445728914	4.703127091	8.957448334	5.914568883	5.991467312	7.893867059	6.669364279	8.773960954	9.189666625	4.632320475	6.836171457	5.373639027	8.906951159	7.030906052	6.984003659	0.033548426	4.674391038	5.632433637	7.232334293	1.036287947	7.188005016	8.950830893	4.56234667	5.165201582	8.553298703	5.653620616	8.925142764	6.869149889	7.786230777	6.174104125	6.646296553	8.957448334	7.824566748	9.082820416	7.838048035	5.837048681	7.160146484	4.686776641	8.188750158	5.365957567	6.60338627	7.427006943	9.032758694	7.455033778	3.690664312	6.725469759	7.448987134	7.866907965	6.843565421	7.479563416	6.544490176	4.162091179	6.400273017	8.417455552	6.01457874	8.849122647	5.073851046	5.926803376	5.723414212	7.096586256	3.350058043	7.935980404	4.391271223	7.480156521	2.318004923	0.983719156	4.619456297	3.723095451
L26	cancer	3.545354424	4.908237513	5.770009539	5.558123381	5.689736349	5.615118276	4.575314742	9.785325743	5.340042326	6.82201455	3.11292657	4.891245721	3.289310003	6.830061672	9.105392415	7.251541999	7.996201198	9.264615135	7.711633412	3.814123976	2.510456359	6.769049982	4.592236459	-0.82421122	6.002977852	5.860091072	5.720845542	4.849629829	5.439238686	4.330069816	7.122073724	6.174302643	4.713192704	8.397662842	6.055782394	6.218567695	7.620749529	6.777397153	8.313749551	8.767864512	4.369866438	6.471570013	3.028415673	8.948120979	6.898835303	6.418002713	0.7569195	4.944929602	4.951501777	7.038112807	0.494268731	7.648823059	9.310073285	3.717178269	4.257669616	7.982628547	5.600556653	8.870483931	6.787534098	8.041569852	5.340042326	6.783856172	8.515174139	7.779692514	8.981217672	7.668902423	5.918283744	7.119887305	4.697639229	8.355542108	5.286464315	6.540759514	-2.807093047	8.705077369	7.343109711	3.268405854	6.886026686	7.775068534	8.007283586	6.500989959	7.240850529	6.329948923	4.06504875	6.168672782	8.300939835	6.580522512	8.586843245	4.170217368	5.844285984	6.506579502	7.151627369	4.283945882	7.577853105	4.003129496	7.433325243	2.193114214	0.342521338	4.427575787	3.418268082
L29	cancer	3.998289732	4.789986514	4.261778627	6.62906411	5.425721445	6.40722893	5.060784817	9.973415442	5.603162998	7.025804673	3.003366522	7.969305037	3.137112581	7.352009341	9.367412527	7.938079388	8.325533599	9.494539121	7.633692043	3.59531437	3.137112581	6.846464886	3.285348399	-1.312849509	6.756942495	5.716732029	5.545515744	5.744944962	5.144358246	3.958685606	7.008453383	4.995744623	4.830045291	9.254400989	5.940598789	6.354796977	8.46315562	6.885006105	9.057563115	9.38264416	4.677384036	6.805750077	5.275863414	8.673791792	6.981040733	6.879714334	-0.594732908	4.730086548	5.960786528	7.592882107	1.258888856	7.910839988	8.542653564	4.565825978	3.64606479	6.076317575	5.523968549	9.187448888	7.483409984	7.880429368	5.259658683	7.297492504	9.447566006	7.990571338	9.14859645	7.552215193	5.852583248	8.568208329	4.433401497	7.53279279	5.28869741	6.057693508	7.084021688	9.378898187	7.19043387	3.656004105	5.779452536	7.671543111	7.880959157	7.007483276	7.383009391	6.503951856	4.167649542	6.5230851	7.975271422	6.49012821	9.211868995	4.711144006	4.478907016	5.026717318	6.393927353	3.47695107	8.193145087	3.574503545	7.486894502	2.368105645	2.939696826	5.437294293	4.847498291
L31	cancer	3.729489898	3.446428441	4.930279783	5.915049356	5.983291932	5.759787624	4.939080351	10.20125151	5.595089121	6.670747583	4.076498419	5.215071996	3.616995583	6.906625831	9.10117555	7.524292343	7.287557499	8.895385447	7.611287896	5.956092009	3.145533567	6.921504495	5.018729297	-1.35242713	5.512986946	5.819787122	5.613531139	4.918461555	6.043019395	4.40765238	7.468650017	4.420278234	4.85167191	8.186998696	6.184192301	6.180486104	7.629072162	7.087699653	8.186998696	8.548864122	4.46565005	6.591095321	2.996116444	8.706431066	6.788235406	6.557198896	-0.386926772	4.485811147	5.200506493	7.245015908	1.461923161	7.853192366	9.709295697	4.403419087	3.789114532	5.827707096	5.702362547	8.993170408	7.114492053	7.588162082	5.257906435	7.038728588	8.387308273	7.364160039	8.965440109	7.367966915	6.250504428	7.603005243	4.751980337	7.439486074	5.170926761	6.075310921	7.38577954	8.756662365	7.482763079	3.631546512	6.592955306	6.661914535	8.275071726	6.71753343	7.234926251	6.422483906	3.736237857	6.149225174	8.261394852	5.574526847	8.531511945	3.983139988	6.065966988	6.312773888	7.391668542	3.756294403	7.49076613	4.690767629	7.359250678	1.701439258	1.05011305	4.728483025	4.154137704
L39	cancer	3.393553842	3.805894761	6.214338154	5.694332061	5.729771354	5.198259876	5.286582809	10.27727194	5.740235579	6.763318822	3.56031379	6.307586792	3.758637567	6.703078448	9.221430497	7.660914302	7.296864107	8.756320741	7.72816996	5.06863348	3.283384371	6.788745614	4.88278115	-1.573292622	4.651027988	5.959093811	5.665340172	5.185553731	6.037550544	4.343098608	7.013150653	4.423214734	4.857370821	7.895111999	6.289887964	6.295811731	7.50140612	6.817854671	7.885323597	8.254537963	4.519508491	6.434366155	4.147324295	8.997123299	6.825245883	6.448261772	-0.346038537	4.478428942	5.521088815	6.9386284	2.554152275	7.718940812	9.885062561	4.370301327	3.591471496	8.135055981	5.861819441	8.922129432	6.753882228	7.372806321	5.167575004	7.112484042	8.168371384	7.313894398	8.82142001	7.413149075	6.098466726	8.204088066	4.709001658	8.456044105	5.281815291	6.36618872	7.30334756	8.23061629	7.398909418	3.454136853	7.654935105	6.173739746	8.336421781	6.752159832	7.096961747	6.312270038	3.520395859	6.221824788	8.196825186	5.44423425	8.538297299	3.552418074	6.299354352	5.869783823	7.665496881	4.310699928	7.41913149	4.636163108	7.179377949	1.541749734	3.17442693	4.778338816	4.781719718
L41	cancer	3.517821066	3.424709145	5.069361961	6.445039218	6.006495637	5.256615348	4.821624278	9.966903837	5.767675435	6.877165462	3.996803539	5.719484478	3.803230063	6.783704321	9.356904445	7.500279663	7.34504006	8.585292059	7.702732091	5.737019236	3.28334915	6.973182603	4.583929981	-1.483349925	5.588239163	5.636791205	5.590384448	4.903275409	6.188863137	4.429530336	7.350746189	4.345656577	5.047666695	8.239640162	6.044547118	6.251207487	7.60849836	7.011310673	8.164596016	8.567434002	4.588230173	6.607437282	4.251190454	8.848326653	6.959139621	6.522355512	-0.219610292	4.575290955	5.363338369	7.21064574	3.570933768	7.807875741	10.02970988	4.385734599	4.120718372	6.425946135	5.719484478	9.119814499	7.082386234	7.639390173	5.087701715	7.121482064	8.386988652	7.459197472	9.075896008	7.334839769	6.139904511	7.220374954	4.738946354	7.689784084	5.164585465	6.194515254	-2.807093047	8.757456354	7.427149397	3.613747915	6.904148849	6.705701591	8.275414118	6.76862699	7.278076985	6.440289584	3.868326458	5.752428762	8.178209841	5.71752295	8.65433627	4.17318668	6.651253647	6.264703383	7.510511602	3.655328023	7.532992733	4.13254401	7.362091183	0.365520069	0.83954525	4.553464316	4.330335551
L42	cancer	3.664833301	3.252771997	5.191468306	6.586336485	5.921080804	5.145027427	4.963658506	10.21960655	5.35227454	6.693305355	3.949381312	2.864166205	3.582036257	6.922441495	9.217988894	7.459127337	7.262878988	8.578915426	7.600640984	4.769832911	3.708069436	6.917845023	4.84600466	-1.106477481	5.474162828	5.733288305	5.619005516	5.186381419	5.654435023	4.336797462	7.182768074	4.2948722	4.924478784	8.336129423	6.236187751	6.305860623	7.71941547	6.753015654	8.256151361	8.554446712	4.839538381	6.731349539	4.40407405	9.036964187	6.960931306	6.643134571	0.061022621	4.501498376	5.013338787	7.106723322	2.384953501	7.569231868	9.641328843	4.092213577	4.649308537	7.346206015	5.922611155	9.087467095	7.166714575	7.373318539	5.160674415	7.032128191	8.283802584	7.32611022	8.813311948	7.442155643	5.989848972	7.189775415	4.728434956	7.296317366	5.221618623	6.453962484	7.42065635	8.840281968	7.454374193	3.42677725	7.032836881	6.12227086	8.093121882	6.704023647	7.309244713	6.372323186	3.881758497	6.135528315	8.426001446	5.850478769	8.584726677	3.862752205	6.169438148	6.194990838	7.315082703	3.722198255	7.690513666	4.480871703	7.433594334	2.901895134	1.138002903	4.779999416	4.304294782
L44	cancer	3.756627748	3.756627748	4.876970066	5.475407434	5.76917209	5.547714824	5.190667515	10.28839486	5.992856983	6.758074583	4.209869637	6.174063999	3.856625833	6.654711655	9.307773539	7.812868893	7.231694149	8.767467701	7.701057112	6.236383647	3.368607595	6.902942739	4.718929657	0.796270175	4.949939101	6.05130718	5.60634673	5.149013338	6.39802554	4.382755528	7.281378144	4.309022779	4.644941469	8.038746303	6.338739731	6.389703845	7.692866972	6.948979731	8.055376707	8.311249402	4.368307364	6.560415246	5.114801817	8.822823766	6.944928494	6.667552711	-0.037428026	4.571164216	4.975584153	7.160109166	0.796270175	7.875934508	9.817398053	3.814615271	4.062099194	6.014667741	5.781946459	9.119315142	7.150993962	7.590777424	5.278281374	7.32754201	8.199388553	7.494278192	8.790678526	7.25019844	6.013120718	8.404770598	4.752694945	7.503673066	5.215094702	5.880262868	7.208900823	8.511895169	7.482028589	3.289024492	7.044460812	7.320054158	8.301459951	6.908778345	7.111056441	6.740418897	3.583984007	6.284627387	7.946525215	5.270532735	8.623827655	3.680703696	5.058917686	6.320092966	7.449798513	4.143542912	7.397988772	4.079942631	7.013846452	2.453751724	1.642679093	5.146193161	5.126296036
L46	cancer	3.309090083	4.195413322	4.996019276	6.324807856	5.743419898	4.996019276	4.867581609	9.864147846	5.611779264	6.920087341	4.010090406	5.752541066	4.04762711	6.554675875	9.404223806	7.677876434	7.090722534	8.706706838	7.739958012	4.925184818	3.899474066	7.031067524	3.866246488	-0.615850106	4.913033419	5.834285495	6.036381892	4.833602503	5.889076733	4.09141881	7.350053771	4.501627878	4.781084478	7.007450051	6.286072636	6.284501384	7.26097894	6.92715354	7.825643278	8.379539691	4.457687111	6.352066984	4.05501866	8.774318479	7.013153605	6.330910106	0.413696821	4.674745875	5.685067686	7.148008464	2.758834352	7.893182643	10.38724221	4.539007965	4.798803759	6.318679685	5.586498429	9.119198948	6.853824946	7.488875819	7.029192289	7.250554693	8.249475057	7.527247951	9.57862964	7.359785652	6.244653414	7.99612745	4.559941067	7.881797035	5.274534604	6.038247811	7.031067524	8.702594653	7.6688715	3.404761192	7.231109782	6.420906574	8.390901914	6.553371663	7.175396563	6.310982683	3.609387187	5.819171415	7.950287871	5.003679308	8.619036504	3.333609187	6.168327305	6.639476712	7.518585819	4.025222486	7.509871365	4.07696877	7.398069691	2.106054898	2.64589285	4.565127227	4.721946014
L51	cancer	3.455868251	3.474243062	5.286598817	6.134559025	5.732475327	5.167441447	4.891380068	9.783159591	5.795939137	6.838198986	3.320242109	5.203682743	3.88463602	6.600658044	9.052630354	7.35196545	7.194641408	8.654499705	7.71708206	4.340256406	2.814486695	6.94168797	4.874185755	-1.015940535	5.018894633	5.823074186	5.886188766	4.646034443	5.863714589	4.523459253	7.065771623	4.309886142	4.633826479	7.845261218	6.066552776	6.074101967	7.315487852	6.692784969	7.774740229	8.373530004	4.39914373	6.504481067	4.247157609	8.876459299	6.890443707	6.262971392	0.260328461	4.824922028	5.604866737	6.814958501	-0.241051138	7.467679992	10.03880502	4.666154256	4.662152678	5.953222511	5.775710631	8.911856619	6.798646774	7.564115989	4.62151433	6.824836741	8.058547113	7.465959447	8.695700865	7.430522484	6.16032131	7.230214103	4.964691365	7.499986426	5.012622469	6.501124743	-2.807093047	8.494643074	7.424038535	3.638036733	7.158169372	7.213221287	8.31865896	6.298207559	7.217999485	6.133114209	4.325151188	5.953222511	8.384804611	5.707452364	8.376280596	3.755373459	6.286557531	6.442839116	7.393589865	3.905097049	7.513930835	4.925165868	7.745253769	0.757043083	0.173033787	4.374898773	3.638036733
L56	cancer	3.512559859	5.712333433	4.74658607	7.024606661	5.63485966	6.176526331	4.735631917	9.71510534	5.761763752	6.791941718	3.833442051	6.632783906	3.182288693	7.421415087	9.255373549	7.401627168	8.626785388	10.09876592	7.33060564	4.644869063	3.260794475	6.687810657	2.568044835	-2.032610842	6.425176098	5.54986487	4.977986541	5.511847601	5.922538901	3.812744143	7.592819719	4.450891216	4.886861076	8.649213586	5.863384307	6.07371892	8.476979507	6.67065946	8.819689488	9.043821785	4.954558602	6.779995594	4.242282442	8.690925274	7.591301418	6.516003161	0.079492999	4.668100686	5.895727098	7.250144447	-0.865121376	7.580628334	7.939809352	4.483996079	2.543130348	7.404223645	5.275156503	9.752774827	7.024606661	8.686665771	8.875020581	7.257821401	8.884039578	8.164210968	10.71594097	7.451015815	5.888327473	8.009107229	4.503500398	7.075449673	5.232936579	6.078061726	-2.807093047	9.429462667	7.220986463	3.512559859	4.945079853	9.469683228	7.612413589	6.739445281	7.69672891	7.185200724	4.794875824	6.272492432	8.061586684	6.236034927	9.631334596	4.178998733	6.176526331	6.002394974	5.924951809	3.182288693	7.908450521	4.095778766	7.707280592	2.77480095	3.335247849	5.47280134	4.572841567
L7	cancer	3.386434883	4.305315005	5.158031548	5.953084872	5.644474371	5.254275703	4.881156592	10.17517694	6.118850036	6.916914269	3.700149476	5.492435825	3.950517218	6.429595372	9.09772459	7.283388628	7.089913995	8.669237559	7.671106603	5.815914045	3.105999869	6.684046583	5.078102225	-1.149519514	5.02110525	5.858643187	5.802048656	4.925681306	6.415354169	4.585234976	7.144305736	3.700149476	4.763434354	7.423879357	6.024766238	6.131577119	6.872113903	6.745363595	7.742329672	8.362832514	4.803751908	6.280431767	1.542958008	8.968242476	7.002545722	6.229543227	-0.015101853	4.700763338	4.653010082	6.733933007	2.179621804	7.690051557	9.957018038	4.53821548	4.429039783	5.922286161	5.802048656	8.792815462	7.000812605	7.531632428	4.993483521	6.875900864	7.928421772	7.35432585	8.972006787	7.605907368	6.156699333	7.314417703	5.017681317	7.217762365	5.283081231	6.583419432	7.706094404	8.155699364	7.218508191	3.717136917	7.486522748	6.731844953	8.60509304	6.458925769	7.068562928	6.340590295	4.080914395	5.726460841	8.135306779	5.283081231	8.402426005	2.806011736	5.206956049	6.060146505	7.691663893	4.276954362	7.580604919	4.881156592	7.541799217	1.504335816	0.28747937	4.25385747	3.906764076
L9	cancer	3.921036451	4.910603972	4.070959075	6.64783547	6.109777226	6.156275059	4.770166093	10.26632012	5.641197361	6.88535208	4.614568441	7.060186911	2.695240475	7.363426637	9.42569856	7.405739447	8.39740947	9.597434492	7.544473278	3.46937998	4.044833817	6.972820606	3.627366572	-1.767652276	6.712536642	5.813567554	5.381600497	5.357923133	5.212945349	4.464978446	7.442475484	5.112759038	4.953364711	9.365294138	5.879723576	6.327234301	8.39740947	6.898176975	9.008597776	9.129282343	5.143859848	6.896351813	6.440532335	8.921318338	7.388313784	6.886271934	-0.576272855	4.817228101	6.020432297	7.569886766	-0.576272855	7.518010724	8.623856745	4.700752124	3.627366572	6.743323076	5.989947932	9.429647519	7.810816035	7.865014477	5.281672428	7.436208051	9.064117636	7.920845947	9.164210115	7.859404318	6.01707678	7.837218702	4.247417335	6.786335208	5.077755509	6.440532335	7.065069421	9.700001108	7.258638793	3.508139702	5.934110121	7.032202821	7.804504163	7.007051985	7.640824113	6.424157863	4.389134748	6.528002915	8.621096606	6.575540754	9.187345207	4.619002118	5.778325351	5.389407378	6.346077582	3.102298992	7.979777433	3.892021263	7.770532443	3.753707824	1.172569302	5.314845968	4.425025178
