iter	Passed	Remaining
0	0	912
1	1	654
2	1	559
3	2	510
4	2	476
5	2	448
6	3	433
7	3	424
8	3	415
9	4	409
10	4	401
11	5	418
12	5	408
13	5	404
14	6	397
15	6	395
16	6	400
17	7	398
18	7	397
19	8	398
20	8	398
21	8	397
22	10	426
23	11	453
24	12	475
25	13	493
26	14	519
27	15	530
28	15	534
29	17	568
30	18	583
31	19	586
32	20	589
33	20	591
34	21	584
35	21	576
36	21	569
37	22	561
38	22	555
39	22	548
40	23	543
41	23	538
42	23	532
43	24	536
44	25	541
45	25	537
46	26	545
47	27	545
48	27	541
49	28	541
50	28	536
51	29	532
52	29	528
53	29	523
54	30	519
55	30	515
56	30	512
57	31	508
58	31	504
59	31	500
60	32	501
61	32	498
62	33	494
63	33	491
64	33	489
65	34	486
66	34	484
67	35	481
68	35	480
69	35	478
70	36	475
71	36	472
72	37	470
73	37	468
74	37	465
75	38	463
76	39	467
77	39	470
78	40	468
79	40	465
80	40	463
81	41	462
82	41	460
83	42	458
84	42	456
85	42	454
86	43	452
87	43	449
88	43	447
89	44	445
90	44	444
91	44	442
92	45	446
93	46	445
94	46	443
95	46	442
96	47	440
97	47	438
98	47	436
99	48	434
100	48	433
101	48	431
102	49	429
103	49	428
104	50	426
105	50	424
106	50	423
107	51	422
108	51	420
109	51	419
110	53	428
111	53	428
112	54	428
113	54	427
114	55	425
115	55	424
116	55	422
117	56	421
118	56	419
119	57	419
120	57	417
121	57	416
122	58	415
123	58	414
124	58	412
125	59	411
126	59	410
127	60	409
128	60	407
129	60	406
130	61	404
131	61	403
132	61	402
133	62	401
134	62	400
135	62	399
136	63	398
137	63	396
138	63	395
139	64	394
140	64	393
141	65	393
142	65	392
143	65	391
144	66	390
145	66	389
146	66	388
147	67	387
148	67	386
149	68	385
150	68	384
151	68	383
152	69	382
153	69	381
154	69	380
155	70	379
156	70	378
157	70	378
158	71	380
159	72	381
160	73	380
161	73	380
162	85	438
163	86	440
164	87	443
165	88	442
166	88	440
167	88	439
168	89	437
169	89	436
170	89	435
171	90	433
172	90	432
173	90	431
174	91	429
175	92	430
176	92	429
177	92	428
178	93	429
179	94	428
180	94	427
181	94	425
182	95	424
183	95	423
184	95	422
185	96	420
186	96	420
187	97	421
188	98	420
189	98	419
190	98	419
191	99	418
192	100	418
193	100	417
194	100	416
195	101	415
196	101	415
197	102	414
198	102	413
199	102	411
200	103	410
201	103	409
202	104	408
203	104	407
204	104	406
205	105	405
206	105	404
207	105	402
208	106	403
209	106	401
210	107	400
211	107	399
212	108	401
213	109	402
214	110	403
215	111	404
216	112	404
217	112	404
218	113	406
219	114	407
220	116	408
221	116	409
222	117	410
223	118	410
224	119	412
225	120	411
226	121	412
227	121	412
228	122	412
229	122	411
230	123	410
231	123	409
232	123	408
233	124	407
234	124	406
235	125	405
236	125	404
237	126	403
238	126	403
239	127	402
240	127	403
241	128	402
242	128	401
243	129	401
244	130	401
245	130	400
246	131	399
247	131	398
248	131	398
249	132	396
250	132	395
251	133	394
252	133	393
253	133	392
254	134	391
255	134	391
256	135	391
257	135	390
258	136	389
259	136	388
260	136	387
261	137	386
262	137	385
263	138	384
264	138	383
265	138	383
266	139	382
267	139	382
268	140	381
269	141	382
270	142	383
271	143	383
272	143	382
273	143	381
274	144	381
275	145	381
276	145	380
277	146	380
278	146	379
279	147	378
280	147	377
281	148	376
282	148	376
283	148	375
284	149	374
285	149	373
286	149	372
287	150	371
288	150	371
289	151	370
290	151	369
291	152	368
292	152	367
293	152	367
294	153	366
295	153	365
296	154	364
297	154	364
298	155	364
299	156	366
300	157	366
301	158	367
302	159	367
303	160	368
304	161	369
305	162	369
306	163	369
307	164	369
308	165	370
309	166	369
310	166	368
311	166	368
312	167	367
313	167	366
314	168	366
315	169	366
316	169	365
317	169	364
318	170	363
319	170	362
320	171	361
321	171	360
322	171	359
323	172	359
324	172	358
325	172	357
326	173	356
327	173	355
328	174	354
329	174	354
330	174	353
331	175	352
332	175	351
333	176	351
334	176	350
335	176	349
336	177	348
337	177	348
338	178	347
339	178	346
340	178	345
341	179	344
342	179	343
343	179	343
344	180	342
345	180	341
346	181	340
347	181	339
348	182	340
349	182	339
350	183	338
351	183	338
352	184	337
353	184	337
354	185	336
355	185	335
356	185	334
357	186	333
358	186	333
359	187	332
360	187	331
361	187	330
362	188	330
363	188	329
364	189	329
365	189	328
366	189	327
367	191	328
368	191	327
369	191	326
370	192	325
371	192	325
372	192	324
373	193	323
374	193	322
375	193	321
376	194	321
377	194	320
378	195	319
379	195	318
380	196	319
381	197	318
382	197	318
383	197	317
384	198	316
385	198	315
386	198	315
387	199	314
388	199	313
389	200	312
390	200	312
391	200	311
392	201	310
393	201	310
394	202	310
395	202	309
396	203	308
397	203	308
398	204	307
399	204	306
400	204	306
401	205	305
402	205	304
403	206	304
404	206	303
405	206	302
406	207	301
407	207	301
408	208	301
409	209	301
410	210	300
411	210	300
412	210	299
413	211	299
414	212	298
415	212	298
416	212	297
417	213	296
418	213	296
419	213	295
420	214	294
421	215	294
422	215	294
423	216	293
424	216	293
425	217	292
426	217	291
427	217	291
428	218	290
429	218	289
430	218	288
431	219	288
432	219	287
433	219	286
434	220	286
435	220	285
436	220	284
437	221	283
438	222	283
439	222	283
440	223	282
441	223	282
442	223	281
443	224	280
444	224	279
445	224	279
446	225	278
447	225	278
448	226	277
449	226	276
450	226	276
451	227	275
452	227	274
453	227	274
454	228	274
455	229	273
456	230	273
457	230	272
458	230	271
459	231	271
460	231	270
461	231	269
462	232	269
463	232	268
464	232	268
465	233	267
466	233	266
467	234	266
468	234	265
469	235	265
470	236	265
471	236	264
472	237	264
473	237	263
474	238	263
475	238	262
476	239	262
477	239	261
478	239	260
479	240	260
480	240	259
481	241	259
482	241	258
483	241	257
484	242	257
485	243	257
486	243	256
487	244	256
488	244	255
489	244	254
490	245	254
491	245	253
492	246	253
493	246	252
494	246	251
495	247	251
496	247	250
497	248	250
498	248	249
499	249	249
500	250	249
501	250	248
502	251	248
503	251	247
504	252	247
505	252	246
506	252	245
507	253	245
508	253	244
509	254	244
510	254	243
511	256	244
512	258	244
513	259	245
514	260	245
515	261	245
516	262	245
517	263	245
518	265	246
519	266	245
520	267	245
521	267	245
522	268	244
523	268	243
524	268	243
525	269	242
526	269	241
527	269	241
528	270	241
529	271	240
530	271	240
531	272	239
532	272	238
533	273	238
534	273	237
535	276	239
536	307	265
537	309	266
538	311	266
539	312	266
540	313	266
541	314	265
542	315	265
543	316	265
544	317	265
545	318	265
546	319	264
547	320	264
548	321	264
549	322	264
550	323	263
551	324	263
552	325	263
553	327	263
554	329	264
555	330	264
556	334	266
557	335	266
558	337	265
559	337	265
560	338	265
561	340	265
562	342	265
563	342	264
564	343	264
565	344	263
566	344	263
567	346	263
568	347	263
569	348	262
570	350	263
571	351	263
572	352	262
573	354	262
574	354	262
575	357	263
576	358	262
577	358	261
578	359	261
579	361	261
580	362	261
581	362	260
582	363	260
583	365	260
584	366	260
585	367	259
586	369	260
587	371	260
588	372	260
589	373	259
590	374	258
591	374	258
592	376	258
593	377	257
594	378	257
595	379	257
596	380	257
597	381	256
598	383	256
599	384	256
600	385	255
601	387	256
602	388	255
603	388	254
604	389	254
605	390	253
606	391	253
607	391	252
608	392	252
609	394	252
610	395	251
611	396	251
612	397	251
613	398	250
614	399	250
615	401	249
616	401	249
617	402	248
618	403	248
619	404	248
620	405	247
621	405	246
622	406	246
623	407	245
624	408	245
625	409	244
626	411	245
627	412	244
628	413	243
629	414	243
630	433	253
631	434	253
632	435	252
633	436	251
634	437	251
635	438	250
636	439	250
637	439	249
638	440	249
639	442	248
640	444	249
641	445	248
642	448	248
643	449	248
644	449	247
645	450	247
646	452	246
647	453	246
648	454	245
649	455	245
650	456	244
651	457	244
652	457	243
653	458	242
654	458	241
655	459	240
656	459	239
657	459	238
658	460	238
659	460	237
660	461	236
661	462	235
662	462	235
663	463	234
664	463	233
665	463	232
666	464	231
667	464	230
668	464	229
669	465	229
670	465	228
671	466	227
672	466	226
673	467	225
674	468	225
675	469	224
676	469	224
677	470	223
678	471	222
679	471	221
680	471	221
681	472	220
682	473	219
683	475	219
684	475	218
685	476	217
686	476	217
687	477	216
688	477	215
689	477	214
690	478	213
691	478	212
692	478	212
693	479	211
694	479	210
695	480	209
696	480	208
697	481	208
698	482	207
699	482	206
700	483	206
701	483	205
702	484	204
703	484	203
704	485	203
705	486	202
706	486	201
707	486	200
708	487	200
709	488	199
710	488	198
711	489	197
712	489	197
713	489	196
714	490	195
715	490	194
716	490	193
717	491	192
718	491	192
719	492	191
720	492	190
721	493	189
722	493	189
723	494	188
724	495	187
725	495	187
726	496	186
727	497	185
728	497	184
729	497	184
730	498	183
731	498	182
732	499	181
733	499	181
734	500	180
735	501	179
736	502	179
737	502	178
738	502	177
739	503	176
740	503	176
741	503	175
742	504	174
743	504	173
744	504	172
745	505	172
746	505	171
747	505	170
748	506	169
749	507	169
750	507	168
751	507	167
752	509	166
753	509	166
754	509	165
755	510	164
756	510	164
757	511	163
758	511	162
759	512	161
760	512	160
761	512	160
762	513	159
763	513	158
764	514	157
765	514	157
766	515	156
767	515	155
768	516	155
769	516	154
770	517	153
771	517	152
772	517	152
773	518	151
774	518	150
775	518	149
776	519	149
777	519	148
778	520	147
779	521	146
780	521	146
781	522	145
782	522	144
783	523	144
784	524	143
785	524	142
786	524	142
787	525	141
788	525	140
789	526	139
790	526	139
791	526	138
792	527	137
793	527	136
794	528	136
795	529	135
796	529	134
797	530	134
798	530	133
799	531	132
800	531	132
801	531	131
802	532	130
803	532	129
804	533	129
805	533	128
806	534	127
807	534	127
808	535	126
809	536	125
810	537	125
811	538	124
812	539	124
813	541	123
814	542	123
815	544	122
816	544	122
817	545	121
818	546	120
819	546	120
820	547	119
821	547	118
822	547	117
823	548	117
824	548	116
825	549	115
826	549	115
827	550	114
828	551	113
829	551	112
830	552	112
831	552	111
832	553	110
833	553	110
834	554	109
835	554	108
836	554	108
837	555	107
838	555	106
839	556	105
840	557	105
841	557	104
842	558	103
843	558	103
844	559	102
845	559	101
846	559	101
847	560	100
848	560	99
849	560	98
850	561	98
851	561	97
852	562	96
853	562	96
854	563	95
855	563	94
856	564	94
857	564	93
858	565	92
859	565	92
860	566	91
861	566	90
862	567	90
863	567	89
864	567	88
865	568	87
866	568	87
867	569	86
868	569	85
869	569	85
870	570	84
871	571	83
872	571	83
873	571	82
874	572	81
875	572	81
876	573	80
877	573	79
878	573	78
879	574	78
880	574	77
881	574	76
882	575	76
883	575	75
884	576	74
885	576	74
886	577	73
887	578	72
888	579	72
889	579	71
890	579	70
891	580	70
892	580	69
893	581	68
894	582	68
895	583	67
896	585	67
897	586	66
898	587	65
899	588	65
900	589	64
901	590	64
902	591	63
903	592	62
904	592	62
905	592	61
906	593	60
907	594	60
908	594	59
909	594	58
910	595	58
911	595	57
912	596	56
913	596	56
914	596	55
915	597	54
916	597	54
917	598	53
918	599	52
919	599	52
920	599	51
921	600	50
922	600	50
923	600	49
924	601	48
925	601	48
926	602	47
927	602	46
928	602	46
929	603	45
930	603	44
931	604	44
932	604	43
933	605	42
934	606	42
935	606	41
936	607	40
937	607	40
938	608	39
939	608	38
940	608	38
941	609	37
942	609	36
943	610	36
944	610	35
945	610	34
946	612	34
947	612	33
948	613	32
949	613	32
950	613	31
951	614	30
952	614	30
953	614	29
954	615	28
955	615	28
956	615	27
957	616	27
958	617	26
959	617	25
960	617	25
961	618	24
962	619	23
963	619	23
964	620	22
965	620	21
966	621	21
967	621	20
968	621	19
969	622	19
970	622	18
971	623	17
972	623	17
973	623	16
974	624	16
975	624	15
976	625	14
977	626	14
978	626	13
979	626	12
980	627	12
981	627	11
982	628	10
983	628	10
984	628	9
985	629	8
986	629	8
987	629	7
988	630	7
989	631	6
990	631	5
991	632	5
992	632	4
993	633	3
994	633	3
995	634	2
996	634	1
997	635	1
998	635	0
999	636	0
