iter	Logloss	Recall	Precision	Accuracy
0	0.673837221	0.9	1	0.9411764706
1	0.6476624696	1	1	1
2	0.6243882405	1	1	1
3	0.6054611105	1	1	1
4	0.580430441	1	1	1
5	0.5653719929	1	1	1
6	0.5503096208	1	0.9090909091	0.9411764706
7	0.5364699615	1	0.9090909091	0.9411764706
8	0.5214685631	1	0.9090909091	0.9411764706
9	0.5076445436	1	0.9090909091	0.9411764706
10	0.4953526388	1	0.9090909091	0.9411764706
11	0.4762782814	1	0.9090909091	0.9411764706
12	0.466962311	1	0.9090909091	0.9411764706
13	0.4569381278	1	1	1
14	0.4493537915	1	0.9090909091	0.9411764706
15	0.437090072	1	0.9090909091	0.9411764706
16	0.42472226	1	1	1
17	0.4144677133	1	1	1
18	0.4012987104	1	1	1
19	0.388940137	1	1	1
20	0.3790638763	1	1	1
21	0.3712006267	1	1	1
22	0.3633902115	1	1	1
23	0.353565074	1	1	1
24	0.3445069692	1	1	1
25	0.3351949978	1	1	1
26	0.3271312414	1	1	1
27	0.3175485059	1	1	1
28	0.3117564968	1	1	1
29	0.3024732611	1	1	1
30	0.2944851469	1	1	1
31	0.2866222788	1	1	1
32	0.281672263	1	1	1
33	0.2757206248	1	1	1
34	0.27109318	1	1	1
35	0.2680124276	1	1	1
36	0.2624131304	1	1	1
37	0.2542044165	1	1	1
38	0.2511177221	1	1	1
39	0.2477075928	1	1	1
40	0.2407775488	1	1	1
41	0.2356214208	1	1	1
42	0.2322369253	1	1	1
43	0.227662347	1	1	1
44	0.2243778962	1	1	1
45	0.220918517	1	1	1
46	0.2161497743	1	1	1
47	0.2124128495	1	1	1
48	0.2077501748	1	1	1
49	0.2049222592	1	1	1
50	0.2008491685	1	1	1
51	0.1966366248	1	1	1
52	0.1923843245	1	1	1
53	0.1907246034	1	1	1
54	0.1878709633	1	1	1
55	0.1836749815	1	1	1
56	0.179490694	1	1	1
57	0.176727876	1	1	1
58	0.1743939088	1	1	1
59	0.1707385649	1	1	1
60	0.1677123883	1	1	1
61	0.1643830883	1	1	1
62	0.1611813415	1	1	1
63	0.1580722579	1	1	1
64	0.1562595351	1	1	1
65	0.1540694827	1	1	1
66	0.1513468298	1	1	1
67	0.1494212071	1	1	1
68	0.147226344	1	1	1
69	0.1447298728	1	1	1
70	0.1420773457	1	1	1
71	0.1397269899	1	1	1
72	0.1375299823	1	1	1
73	0.1354983899	1	1	1
74	0.1335553674	1	1	1
75	0.1317483875	1	1	1
76	0.1292478582	1	1	1
77	0.1273248359	1	1	1
78	0.1247962941	1	1	1
79	0.1230708533	1	1	1
80	0.1212552492	1	1	1
81	0.1191797911	1	1	1
82	0.1174911826	1	1	1
83	0.115814272	1	1	1
84	0.1141923881	1	1	1
85	0.1125814319	1	1	1
86	0.1110927852	1	1	1
87	0.1095610458	1	1	1
88	0.1081566851	1	1	1
89	0.1069294756	1	1	1
90	0.1052330345	1	1	1
91	0.1037676752	1	1	1
92	0.1020837448	1	1	1
93	0.1013160172	1	1	1
94	0.100312991	1	1	1
95	0.09898237744	1	1	1
96	0.09763298854	1	1	1
97	0.09617614876	1	1	1
98	0.09526004081	1	1	1
99	0.09404290502	1	1	1
100	0.09282278532	1	1	1
101	0.09142587579	1	1	1
102	0.09024997386	1	1	1
103	0.08925833465	1	1	1
104	0.0878884228	1	1	1
105	0.08687465514	1	1	1
106	0.08576705389	1	1	1
107	0.08472355025	1	1	1
108	0.08372841952	1	1	1
109	0.08266257745	1	1	1
110	0.08184019639	1	1	1
111	0.08099491693	1	1	1
112	0.0800948449	1	1	1
113	0.07927958539	1	1	1
114	0.07862204737	1	1	1
115	0.07757068073	1	1	1
116	0.07653313328	1	1	1
117	0.07529314908	1	1	1
118	0.07448806705	1	1	1
119	0.07374131679	1	1	1
120	0.07296652991	1	1	1
121	0.07218327603	1	1	1
122	0.07144840341	1	1	1
123	0.07076927588	1	1	1
124	0.07000089291	1	1	1
125	0.0693211349	1	1	1
126	0.06866746891	1	1	1
127	0.06790408223	1	1	1
128	0.06724588626	1	1	1
129	0.06646670309	1	1	1
130	0.0658200577	1	1	1
131	0.0651731129	1	1	1
132	0.06450621543	1	1	1
133	0.06396143546	1	1	1
134	0.06331859783	1	1	1
135	0.06279980957	1	1	1
136	0.06212324294	1	1	1
137	0.06160239151	1	1	1
138	0.06097545177	1	1	1
139	0.06046049995	1	1	1
140	0.05993334275	1	1	1
141	0.05938249317	1	1	1
142	0.05886520572	1	1	1
143	0.05833761953	1	1	1
144	0.05785604222	1	1	1
145	0.05729655361	1	1	1
146	0.05675690356	1	1	1
147	0.05612086277	1	1	1
148	0.05564659398	1	1	1
149	0.05524149996	1	1	1
150	0.05472237562	1	1	1
151	0.05426373247	1	1	1
152	0.05370865738	1	1	1
153	0.05329317068	1	1	1
154	0.05283732362	1	1	1
155	0.05226460739	1	1	1
156	0.05181225597	1	1	1
157	0.05132250102	1	1	1
158	0.05088583847	1	1	1
159	0.05044886055	1	1	1
160	0.05002881124	1	1	1
161	0.0496370746	1	1	1
162	0.04916537501	1	1	1
163	0.04876494072	1	1	1
164	0.04841036063	1	1	1
165	0.04808085189	1	1	1
166	0.04772851213	1	1	1
167	0.04735022204	1	1	1
168	0.04703533331	1	1	1
169	0.04668598557	1	1	1
170	0.04636897697	1	1	1
171	0.04606898312	1	1	1
172	0.04575635941	1	1	1
173	0.04546794198	1	1	1
174	0.04513111679	1	1	1
175	0.04481113727	1	1	1
176	0.044460508	1	1	1
177	0.04416727932	1	1	1
178	0.04391195911	1	1	1
179	0.04360494341	1	1	1
180	0.04332538873	1	1	1
181	0.0430322878	1	1	1
182	0.04276897159	1	1	1
183	0.04252785406	1	1	1
184	0.04225059676	1	1	1
185	0.0420058437	1	1	1
186	0.04173879563	1	1	1
187	0.04148768105	1	1	1
188	0.04113627174	1	1	1
189	0.04087987512	1	1	1
190	0.0406668646	1	1	1
191	0.04040501101	1	1	1
192	0.04016886773	1	1	1
193	0.03992139552	1	1	1
194	0.03970554589	1	1	1
195	0.03950958548	1	1	1
196	0.03928234239	1	1	1
197	0.03904685788	1	1	1
198	0.03879252601	1	1	1
199	0.03854996105	1	1	1
200	0.03830309044	1	1	1
201	0.03809118594	1	1	1
202	0.03786072983	1	1	1
203	0.03766254807	1	1	1
204	0.03746011083	1	1	1
205	0.03725949165	1	1	1
206	0.03706228481	1	1	1
207	0.03687356975	1	1	1
208	0.03670367617	1	1	1
209	0.03653754428	1	1	1
210	0.0363233903	1	1	1
211	0.03613176369	1	1	1
212	0.03588060471	1	1	1
213	0.03568845092	1	1	1
214	0.03548481237	1	1	1
215	0.0353125038	1	1	1
216	0.03511484698	1	1	1
217	0.0349511654	1	1	1
218	0.03478316163	1	1	1
219	0.03460024017	1	1	1
220	0.03443502005	1	1	1
221	0.03428829659	1	1	1
222	0.03409938897	1	1	1
223	0.03386980779	1	1	1
224	0.03372769976	1	1	1
225	0.03353764162	1	1	1
226	0.03339826829	1	1	1
227	0.03321942157	1	1	1
228	0.03304895911	1	1	1
229	0.03288024309	1	1	1
230	0.03273586083	1	1	1
231	0.03259863616	1	1	1
232	0.03242800237	1	1	1
233	0.03228178111	1	1	1
234	0.03214841219	1	1	1
235	0.03199657205	1	1	1
236	0.03183575892	1	1	1
237	0.03169465594	1	1	1
238	0.03154918809	1	1	1
239	0.03142117032	1	1	1
240	0.03128407864	1	1	1
241	0.03116261689	1	1	1
242	0.03104212934	1	1	1
243	0.03091313432	1	1	1
244	0.03078392127	1	1	1
245	0.03063671879	1	1	1
246	0.03050582244	1	1	1
247	0.03037701433	1	1	1
248	0.0302272111	1	1	1
249	0.03007799293	1	1	1
250	0.02995685131	1	1	1
251	0.02981103505	1	1	1
252	0.029700635	1	1	1
253	0.02957359322	1	1	1
254	0.02946495196	1	1	1
255	0.02932362021	1	1	1
256	0.02919894184	1	1	1
257	0.02909300281	1	1	1
258	0.02897830707	1	1	1
259	0.02885621912	1	1	1
260	0.02872049141	1	1	1
261	0.0286094733	1	1	1
262	0.02849847843	1	1	1
263	0.02838032163	1	1	1
264	0.02826342861	1	1	1
265	0.02814752495	1	1	1
266	0.02801818084	1	1	1
267	0.02791158492	1	1	1
268	0.02781469202	1	1	1
269	0.02769354103	1	1	1
270	0.02759814477	1	1	1
271	0.0275034288	1	1	1
272	0.02740938569	1	1	1
273	0.02728649723	1	1	1
274	0.02719392007	1	1	1
275	0.02707369524	1	1	1
276	0.02696693011	1	1	1
277	0.02686811476	1	1	1
278	0.02676318372	1	1	1
279	0.02667409542	1	1	1
280	0.02658562113	1	1	1
281	0.02648957948	1	1	1
282	0.02639425635	1	1	1
283	0.02630766595	1	1	1
284	0.02622166355	1	1	1
285	0.02613624303	1	1	1
286	0.02604348888	1	1	1
287	0.02595925278	1	1	1
288	0.02586111027	1	1	1
289	0.02577805653	1	1	1
290	0.02569555463	1	1	1
291	0.02561359895	1	1	1
292	0.02553218392	1	1	1
293	0.02545130409	1	1	1
294	0.02537095404	1	1	1
295	0.02528357682	1	1	1
296	0.02520430661	1	1	1
297	0.0251181012	1	1	1
298	0.02502222317	1	1	1
299	0.02494459295	1	1	1
300	0.02486746061	1	1	1
301	0.02479082123	1	1	1
302	0.02471466999	1	1	1
303	0.0246390021	1	1	1
304	0.02456381287	1	1	1
305	0.02448909763	1	1	1
306	0.02441485181	1	1	1
307	0.02434107087	1	1	1
308	0.02426775035	1	1	1
309	0.02419488584	1	1	1
310	0.02412247298	1	1	1
311	0.02405050747	1	1	1
312	0.02397898509	1	1	1
313	0.02390790163	1	1	1
314	0.02383725296	1	1	1
315	0.023767035	1	1	1
316	0.02369724373	1	1	1
317	0.02362787515	1	1	1
318	0.02355892536	1	1	1
319	0.02349039045	1	1	1
320	0.02342226661	1	1	1
321	0.02335455005	1	1	1
322	0.02328723704	1	1	1
323	0.02322032388	1	1	1
324	0.02315380693	1	1	1
325	0.02308768259	1	1	1
326	0.0230219473	1	1	1
327	0.02295659757	1	1	1
328	0.0228916299	1	1	1
329	0.02282704089	1	1	1
330	0.02276282714	1	1	1
331	0.02269898531	1	1	1
332	0.02263551209	1	1	1
333	0.02257240423	1	1	1
334	0.02250965849	1	1	1
335	0.0224472717	1	1	1
336	0.02238524069	1	1	1
337	0.02232356236	1	1	1
338	0.02226223364	1	1	1
339	0.02220125148	1	1	1
340	0.02214061289	1	1	1
341	0.02208031489	1	1	1
342	0.02202035455	1	1	1
343	0.02196072898	1	1	1
344	0.02190143531	1	1	1
345	0.0218424707	1	1	1
346	0.02178383236	1	1	1
347	0.02172551752	1	1	1
348	0.02166752344	1	1	1
349	0.02160984742	1	1	1
350	0.02155248679	1	1	1
351	0.0214954389	1	1	1
352	0.02143870114	1	1	1
353	0.02138227093	1	1	1
354	0.02132614571	1	1	1
355	0.02127032296	1	1	1
356	0.02121480018	1	1	1
357	0.02115957489	1	1	1
358	0.02110464467	1	1	1
359	0.02105000708	1	1	1
360	0.02099565975	1	1	1
361	0.02094160031	1	1	1
362	0.02088782642	1	1	1
363	0.02083433578	1	1	1
364	0.0207811261	1	1	1
365	0.02072819512	1	1	1
366	0.0206755406	1	1	1
367	0.02062316034	1	1	1
368	0.02057105214	1	1	1
369	0.02051921384	1	1	1
370	0.0204676433	1	1	1
371	0.02041633841	1	1	1
372	0.02036529706	1	1	1
373	0.02031451719	1	1	1
374	0.02026399674	1	1	1
375	0.02021373369	1	1	1
376	0.02016372603	1	1	1
377	0.02011397177	1	1	1
378	0.02006446894	1	1	1
379	0.02001521561	1	1	1
380	0.01996620985	1	1	1
381	0.01991744974	1	1	1
382	0.01986893342	1	1	1
383	0.019820659	1	1	1
384	0.01977262466	1	1	1
385	0.01972482855	1	1	1
386	0.01967726888	1	1	1
387	0.01962994385	1	1	1
388	0.0195828517	1	1	1
389	0.01953599066	1	1	1
390	0.019489359	1	1	1
391	0.01944295502	1	1	1
392	0.01939677699	1	1	1
393	0.01935082325	1	1	1
394	0.01930509213	1	1	1
395	0.01925958198	1	1	1
396	0.01921429116	1	1	1
397	0.01916921805	1	1	1
398	0.01912436107	1	1	1
399	0.01907971862	1	1	1
400	0.01903528913	1	1	1
401	0.01899107105	1	1	1
402	0.01894706285	1	1	1
403	0.018903263	1	1	1
404	0.01885966999	1	1	1
405	0.01881628233	1	1	1
406	0.01877309853	1	1	1
407	0.01873011715	1	1	1
408	0.01868733672	1	1	1
409	0.01864475581	1	1	1
410	0.018602373	1	1	1
411	0.01856018688	1	1	1
412	0.01851819605	1	1	1
413	0.01847639914	1	1	1
414	0.01843479477	1	1	1
415	0.01839338159	1	1	1
416	0.01835215826	1	1	1
417	0.01831112344	1	1	1
418	0.01827027583	1	1	1
419	0.01822961411	1	1	1
420	0.018189137	1	1	1
421	0.0181488432	1	1	1
422	0.01809780965	1	1	1
423	0.01805791538	1	1	1
424	0.01800738995	1	1	1
425	0.01796788928	1	1	1
426	0.01791786442	1	1	1
427	0.01786812453	1	1	1
428	0.01782922097	1	1	1
429	0.01779049021	1	1	1
430	0.01774144443	1	1	1
431	0.01770309021	1	1	1
432	0.01765452324	1	1	1
433	0.01760622889	1	1	1
434	0.017568446	1	1	1
435	0.01753082853	1	1	1
436	0.01749337538	1	1	1
437	0.01744594035	1	1	1
438	0.01739876852	1	1	1
439	0.01736186678	1	1	1
440	0.01731514667	1	1	1
441	0.01726868377	1	1	1
442	0.01723232126	1	1	1
443	0.01719611498	1	1	1
444	0.01716006391	1	1	1
445	0.01711441223	1	1	1
446	0.01706900904	1	1	1
447	0.01703347875	1	1	1
448	0.01699809936	1	1	1
449	0.0169533019	1	1	1
450	0.01691825133	1	1	1
451	0.01687387203	1	1	1
452	0.01682973092	1	1	1
453	0.01678582603	1	1	1
454	0.01675144839	1	1	1
455	0.01671721444	1	1	1
456	0.01668312326	1	1	1
457	0.01664917393	1	1	1
458	0.01660618296	1	1	1
459	0.01656341913	1	1	1
460	0.01652994582	1	1	1
461	0.01648757209	1	1	1
462	0.01644542059	1	1	1
463	0.01641241328	1	1	1
464	0.01637954118	1	1	1
465	0.01633793181	1	1	1
466	0.01629653869	1	1	1
467	0.01626412012	1	1	1
468	0.01622309854	1	1	1
469	0.01619096843	1	1	1
470	0.01615896821	1	1	1
471	0.01611846722	1	1	1
472	0.0160781739	1	1	1
473	0.0160466093	1	1	1
474	0.01600667286	1	1	1
475	0.01597538543	1	1	1
476	0.01593580115	1	1	1
477	0.01590478726	1	1	1
478	0.01586555052	1	1	1
479	0.01583480658	1	1	1
480	0.01579591282	1	1	1
481	0.01576543533	1	1	1
482	0.01573507789	1	1	1
483	0.01569666494	1	1	1
484	0.01566656896	1	1	1
485	0.01562848828	1	1	1
486	0.0155986504	1	1	1
487	0.01556089772	1	1	1
488	0.01553131463	1	1	1
489	0.01549388572	1	1	1
490	0.01546455418	1	1	1
491	0.0154274449	1	1	1
492	0.0153983617	1	1	1
493	0.01536156799	1	1	1
494	0.01533273	1	1	1
495	0.01529624785	1	1	1
496	0.01526765198	1	1	1
497	0.01523147745	1	1	1
498	0.01519547824	1	1	1
499	0.01516725046	1	1	1
500	0.01513912976	1	1	1
501	0.01510355893	1	1	1
502	0.01507567139	1	1	1
503	0.01504039677	1	1	1
504	0.0150127395	1	1	1
505	0.01497775741	1	1	1
506	0.01495032756	1	1	1
507	0.01491563438	1	1	1
508	0.01488842918	1	1	1
509	0.01485402134	1	1	1
510	0.01482703803	1	1	1
511	0.01479291205	1	1	1
512	0.01476614792	1	1	1
513	0.01473230034	1	1	1
514	0.01470575273	1	1	1
515	0.01467218017	1	1	1
516	0.01464584648	1	1	1
517	0.01461254559	1	1	1
518	0.01458642324	1	1	1
519	0.01456039626	1	1	1
520	0.01452747672	1	1	1
521	0.01449470941	1	1	1
522	0.01446900217	1	1	1
523	0.01443649686	1	1	1
524	0.01441099348	1	1	1
525	0.01437874704	1	1	1
526	0.01435344511	1	1	1
527	0.01432145447	1	1	1
528	0.01429635159	1	1	1
529	0.01426461372	1	1	1
530	0.01423970758	1	1	1
531	0.0142082195	1	1	1
532	0.01418350778	1	1	1
533	0.01415888386	1	1	1
534	0.01412774656	1	1	1
535	0.01410331378	1	1	1
536	0.01407241925	1	1	1
537	0.0140481754	1	1	1
538	0.01401752081	1	1	1
539	0.01399346371	1	1	1
540	0.01396304627	1	1	1
541	0.01393917377	1	1	1
542	0.01390899076	1	1	1
543	0.01388530074	1	1	1
544	0.01385534945	1	1	1
545	0.01383183983	1	1	1
546	0.01380211762	1	1	1
547	0.01377878634	1	1	1
548	0.01374929059	1	1	1
549	0.01372613564	1	1	1
550	0.01369686377	1	1	1
551	0.01367388316	1	1	1
552	0.01364483264	1	1	1
553	0.01362202441	1	1	1
554	0.01359319274	1	1	1
555	0.01357055496	1	1	1
556	0.01354193968	1	1	1
557	0.01351947044	1	1	1
558	0.01349106913	1	1	1
559	0.01346876656	1	1	1
560	0.01344057684	1	1	1
561	0.01341843909	1	1	1
562	0.0133904586	1	1	1
563	0.01335944854	1	1	1
564	0.01332858397	1	1	1
565	0.01329786385	1	1	1
566	0.01327618042	1	1	1
567	0.01325456928	1	1	1
568	0.01323303005	1	1	1
569	0.01320580511	1	1	1
570	0.01317563572	1	1	1
571	0.01315434686	1	1	1
572	0.01312744245	1	1	1
573	0.01309762622	1	1	1
574	0.01306794721	1	1	1
575	0.01303840449	1	1	1
576	0.0130175443	1	1	1
577	0.01299675239	1	1	1
578	0.0129760284	1	1	1
579	0.0129498369	1	1	1
580	0.01292081396	1	1	1
581	0.01289192284	1	1	1
582	0.01287152329	1	1	1
583	0.01285118978	1	1	1
584	0.0128254932	1	1	1
585	0.01279701932	1	1	1
586	0.01276867359	1	1	1
587	0.01274865546	1	1	1
588	0.01272870156	1	1	1
589	0.01270348608	1	1	1
590	0.01267554596	1	1	1
591	0.01264773043	1	1	1
592	0.0126280832	1	1	1
593	0.01260849843	1	1	1
594	0.01258897583	1	1	1
595	0.0125643016	1	1	1
596	0.0125369615	1	1	1
597	0.01251765524	1	1	1
598	0.01249325792	1	1	1
599	0.01246622298	1	1	1
600	0.01243930668	1	1	1
601	0.01241250821	1	1	1
602	0.01239357269	1	1	1
603	0.01237469631	1	1	1
604	0.0123558788	1	1	1
605	0.01233209822	1	1	1
606	0.01230574969	1	1	1
607	0.012287137	1	1	1
608	0.01226361855	1	1	1
609	0.0122375589	1	1	1
610	0.01221161156	1	1	1
611	0.01218577581	1	1	1
612	0.01216751423	1	1	1
613	0.01214930871	1	1	1
614	0.01213115899	1	1	1
615	0.01210822463	1	1	1
616	0.01208281509	1	1	1
617	0.01205751372	1	1	1
618	0.01203963038	1	1	1
619	0.01202180138	1	1	1
620	0.01199927337	1	1	1
621	0.01197431476	1	1	1
622	0.01194946148	1	1	1
623	0.01193189188	1	1	1
624	0.01191437522	1	1	1
625	0.01189224294	1	1	1
626	0.01186772345	1	1	1
627	0.01184330654	1	1	1
628	0.01182604255	1	1	1
